TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
17,133,11:50,7.62,-0.3,31.44,35.19,208.19,0.01,0.01,0.01,-26.46,814.95
31,99,10:40,4.39,0.94,32.63,35.26,272.61,0.05,0.05,0.05,-26.88,193.84
17,2,11:40,4.08,-4.14,28.32,30.66,-149.43,0.01,0.01,0.01,-38.59,170.97
91,67,19:20,5.69,-1.48,41.52,46.9,-101.38,0.51,0.51,0.51,-119.53,463.09
63,128,06:30,6.57,3.08,25.51,32.17,236.75,0.01,0.01,0.01,-90.72,518.6
51,130,03:00,11.0,-5.74,27.53,39.4,331.7,7.08,7.08,7.08,13.79,1209.26
46,182,10:50,9.17,-0.02,16.0,26.91,-10.15,10.91,10.91,10.91,-120.31,632.99
46,235,17:40,5.59,3.76,4.59,19.37,218.46,0.02,0.02,0.02,-8.9,534.84
50,123,07:10,2.46,-4.39,20.43,25.69,-11.66,0.04,0.03,0.04,-2.97,56.85
78,132,06:30,5.9,-4.59,21.2,29.4,313.33,0.02,0.02,0.02,11.52,382.66
8,222,20:50,5.56,0.31,1.44,19.08,314.32,0.03,0.03,0.03,-93.4,500.34
127,243,15:40,6.35,-0.6,-2.41,4.74,693.32,0.01,0.01,0.01,-8.08,744.56
44,54,01:40,4.81,0.85,27.7,35.52,453.69,0.01,0.01,0.01,-271.08,383.67
102,9,18:10,9.37,4.86,24.18,30.05,-101.55,0.97,0.97,0.97,18.05,1078.61
116,97,01:30,7.22,-3.17,32.23,36.98,345.94,0.02,0.02,0.02,48.23,678.51
21,138,22:30,1.78,-4.57,26.3,40.41,179.03,0.02,0.02,0.02,-4.55,19.55
81,44,23:50,6.22,-2.48,31.5,41.79,318.07,0.01,0.01,0.01,-65.42,510.09
107,177,07:40,4.74,-5.29,10.44,17.65,326.48,0.11,0.11,0.11,-72.42,258.84
34,31,17:00,8.58,-3.07,30.67,46.43,206.95,0.54,0.54,0.54,50.77,1103.24
36,52,17:10,14.52,0.89,28.4,41.09,269.22,12.63,12.63,12.63,108.04,1519.08
61,138,11:30,5.17,-2.93,393.21,27.6,390.45,0.01,0.01,0.01,-30.69,472.81
69,57,10:20,5.85,4.38,33.18,48.9,18.24,-1.26,-1.26,-1.26,-99.5,460.52
14,8,02:50,3.65,-5.68,16.07,21.88,234.08,0.01,0.01,0.01,-40.19,147.18
19,60,07:50,9.77,0.34,26.79,41.75,245.67,0.19,0.19,0.19,124.52,1314.4
13,121,11:10,6.43,-0.04,23.96,34.64,26.84,0.02,0.02,0.02,-118.81,621.26
48,139,13:50,7.3,-0.27,27.6,32.92,172.69,0.01,0.01,0.01,-119.98,598.59
27,15,15:40,6.07,0.02,31.69,36.46,490.42,0.23,0.23,0.23,-107.06,500.22
31,210,09:50,7.05,-3.57,-1.06,10.05,243.62,0.01,0.01,0.01,-76.66,874.06
52,159,06:20,5.33,3.28,16.5,20.09,543.37,0.01,0.01,0.01,-61.97,307.91
74,29,09:00,8.78,-6.57,18.54,26.04,199.54,0.19,0.19,0.19,-45.75,1193.93
88,99,01:40,5.18,-4.26,35.35,40.11,297.04,0.05,0.05,0.05,32.47,254.63
126,115,21:50,3.8,4.79,34.27,32.82,135.48,-1.99,-1.99,-1.99,-29.88,160.55
56,95,18:30,8.18,0.17,38.03,45.66,149.37,1.11,1.11,1.11,58.63,1047.18
12,216,08:10,6.2,-0.84,-5.9,5.33,354.21,0.01,0.01,0.01,-40.23,859.0
91,191,17:20,4.5,-3.03,16.74,23.29,4.75,0.51,0.51,0.51,-50.91,271.54
14,196,03:00,9.9,2.45,13.7,20.5,-7.32,4.59,4.59,4.59,135.78,1223.96
25,105,08:40,2.67,-4.7,394.04,33.3,6.78,0.01,0.01,0.01,8.44,79.26
102,186,21:10,2.78,7.99,11.57,21.04,251.73,0.01,0.01,0.01,-34.36,70.25
31,65,11:40,7.24,-1.23,34.46,38.74,265.72,0.03,0.03,0.03,-18.5,582.31
109,5,01:40,10.07,4.63,26.1,38.88,-18.64,4.26,4.26,4.26,89.36,930.87
64,182,11:00,7.43,-0.81,16.71,21.23,6.36,10.32,10.32,10.32,-130.63,394.12
3,92,00:20,6.08,-1.95,32.57,39.54,183.6,0.04,0.04,0.04,98.44,496.12
64,140,22:50,5.74,1.06,28.13,29.95,360.72,8.21,8.21,8.21,-49.82,271.55
133,189,23:40,3.38,-4.81,11.62,14.59,202.22,0.01,0.01,0.01,-211.66,188.49
89,244,02:00,12.73,4.16,-7.27,15.59,295.24,11.56,11.56,11.56,157.55,1149.5
95,145,06:40,3.52,-1.23,16.99,20.38,262.46,0.03,0.02,0.01,-37.34,170.71
27,245,12:50,5.28,-3.32,-2.33,7.42,125.34,5.05,5.05,5.05,-30.34,240.62
88,131,07:50,3.44,1.22,26.94,31.99,395.84,0.02,0.02,0.02,12.97,122.1
66,161,08:30,4.19,-3.9,9.53,19.6,336.59,0.13,0.13,0.13,-52.09,184.19
39,42,06:50,6.52,-2.87,25.09,31.16,242.0,0.01,0.01,0.01,-114.43,406.43
102,53,18:50,9.2,0.82,32.14,38.38,244.42,0.99,1.0,0.99,67.33,1046.15
85,105,02:20,4.41,-0.85,31.02,33.98,261.54,0.02,0.02,0.02,-29.21,196.8
79,128,20:40,3.05,-10.55,28.33,31.55,140.72,0.02,0.02,0.03,-0.93,68.08
66,76,13:10,6.13,1.89,34.06,45.43,5.94,0.04,0.05,0.04,-13.98,436.97
47,33,02:10,4.72,6.08,30.0,40.47,288.53,0.01,0.01,0.01,-43.01,234.55
110,207,18:00,4.05,0.37,5.8,13.28,338.7,0.01,0.01,0.01,-117.55,186.13
10,116,21:00,4.32,-6.8,35.56,38.01,-226.13,0.04,0.04,0.04,-16.57,189.5
114,203,13:10,10.25,1.21,9.73,15.56,15.35,2.48,2.48,2.48,-9.01,1043.62
5,93,07:40,5.35,0.74,22.44,27.33,348.62,0.01,0.01,0.01,-44.45,298.16
129,95,02:30,8.25,-0.61,37.28,35.05,9.52,1.99,1.99,1.99,119.87,1064.75
10,154,02:00,4.16,3.26,16.64,20.8,277.57,0.03,0.03,0.03,-26.05,191.54
92,43,23:30,6.78,-7.31,25.03,30.06,220.46,0.04,0.03,0.03,-186.4,401.15
65,149,22:40,12.37,-2.61,26.03,35.81,3.39,12.22,12.22,12.22,70.15,1017.07
77,39,21:30,2.66,0.28,29.39,32.23,-208.34,0.01,0.01,0.01,-18.58,78.27
38,153,16:40,7.14,2.29,394.04,25.56,207.43,0.03,0.03,0.02,-127.56,674.33
112,190,21:00,1.62,5.14,13.24,14.89,165.65,-0.99,-0.95,-0.95,-30.19,21.45
130,15,18:00,7.99,-2.14,31.36,33.49,330.91,0.3,0.3,0.3,-218.92,787.89
90,89,02:20,9.66,-2.14,32.09,38.34,265.57,0.11,0.11,0.11,109.37,1362.51
19,25,09:30,3.89,3.21,17.54,30.64,292.96,0.03,0.03,0.03,-18.24,180.35
56,34,13:00,5.92,-6.25,35.03,35.73,320.08,90.36,90.35,90.36,0.0,0.0
130,155,08:50,2.11,3.16,13.9,18.4,-6.34,0.01,0.01,0.01,1.7,25.94
108,106,03:50,7.01,2.35,16.3,42.09,300.5,0.49,0.49,0.49,43.78,737.21
56,80,11:30,3.47,-2.75,34.27,37.45,-136.45,0.01,0.01,0.01,-30.48,215.3
95,81,08:30,4.87,3.68,32.89,33.65,-81.08,0.01,0.01,0.01,-55.63,279.79
52,172,03:30,3.73,2.31,12.5,16.42,360.21,0.04,0.03,0.01,-20.27,153.12
73,171,22:20,5.49,1.63,17.22,27.01,430.1,0.61,0.61,0.61,-90.49,436.6
10,55,11:20,3.52,-3.58,31.96,35.07,324.85,83.37,83.35,83.36,-2.6,13.34
7,184,07:10,2.08,3.73,11.1,24.89,-57.93,0.01,0.03,0.01,-6.4,25.68
82,155,15:40,3.3,1.27,23.98,28.0,162.84,2.18,2.18,2.18,-23.99,117.82
41,170,11:50,2.67,-5.4,19.29,27.58,427.05,0.01,0.01,0.01,-5.91,97.61
19,23,15:20,5.1,1.34,27.21,38.88,123.17,0.01,0.01,0.01,-58.88,283.95
67,142,14:40,14.31,-0.34,324.56,31.71,367.39,17.57,17.57,17.57,-93.7,497.08
121,161,03:50,2.6,2.59,394.33,14.83,409.58,0.01,0.02,0.05,-15.8,77.63
2,119,00:10,5.88,-2.8,21.05,33.26,10.42,0.43,0.43,0.43,-68.26,379.83
119,109,20:50,5.87,-0.02,34.91,35.45,246.49,0.01,0.01,0.01,-10.04,437.43
5,53,00:00,2.82,4.16,23.47,26.43,404.04,0.01,0.01,0.01,-21.05,92.97
28,186,18:30,2.4,-5.65,20.17,24.91,145.8,0.01,0.01,0.01,-19.51,50.64
33,75,07:30,3.7,0.78,26.95,35.85,88.87,0.01,0.01,0.01,-25.35,158.87
92,93,18:30,4.68,2.45,37.5,40.22,292.2,3.8,3.8,3.8,-1.53,183.66
71,225,17:50,4.39,-1.15,2.54,15.23,27.32,0.03,0.03,0.02,-32.94,364.32
119,213,06:30,5.35,1.29,3.48,7.96,443.18,0.03,0.03,0.03,-156.9,405.35
88,136,16:40,3.57,0.96,27.15,32.29,361.22,0.04,0.04,0.04,-27.89,131.43
79,86,09:30,2.84,-3.56,24.34,28.37,190.61,0.01,0.01,0.01,-4.04,88.65
106,125,18:30,4.74,2.33,34.44,44.31,379.54,0.01,0.01,0.01,-66.87,361.98
48,196,05:40,9.7,-0.66,13.96,23.9,-18.4,0.06,0.06,0.06,140.98,1322.15
102,112,02:30,13.24,-2.68,29.57,41.0,65.15,9.24,9.24,9.24,135.44,1518.28
111,222,22:30,3.53,-1.5,-2.56,14.63,214.85,0.02,0.02,0.02,-4.55,163.79
127,114,23:30,1.29,38.21,26.1,29.19,-316.45,90.35,90.38,90.33,-0.3,0.0
32,214,06:00,5.33,3.35,0.0,6.22,316.22,0.01,0.01,0.01,-112.03,405.91
28,68,13:30,2.95,-1.22,41.25,42.34,159.21,0.01,0.01,0.01,-12.06,63.36
64,55,16:20,2.98,-2.22,38.85,48.71,164.67,0.01,0.01,0.01,26.34,122.32
114,26,02:10,5.2,0.27,17.71,21.15,153.6,0.05,0.05,0.05,-39.92,301.27
51,76,08:20,6.73,-2.92,28.92,41.07,6.78,0.01,0.01,0.01,-90.45,695.88
71,199,17:50,7.18,-2.56,12.97,22.7,371.58,0.01,0.01,0.01,-129.14,825.59
57,25,07:30,6.27,-4.81,15.74,29.17,182.1,0.02,0.02,0.02,34.54,492.42
68,23,06:40,4.62,3.69,393.71,20.09,320.83,0.01,0.01,0.01,-42.33,318.37
88,135,19:40,3.05,-4.46,30.48,33.25,121.85,0.3,0.3,0.3,-12.77,71.35
85,190,16:40,8.5,-0.09,16.34,20.54,127.33,0.77,0.77,0.77,-11.74,1006.96
77,244,20:40,2.63,-6.41,-6.25,12.0,359.78,0.01,0.01,0.01,11.1,90.36
62,117,23:00,1.41,14.87,38.7,39.37,205.91,90.36,90.37,90.36,-0.3,0.0
117,134,12:30,4.56,-1.73,31.18,29.9,23.42,0.03,0.04,0.03,-34.05,178.59
111,21,18:20,11.19,-7.33,30.07,40.6,-9.54,1.29,1.29,1.29,-46.14,1272.38
56,15,14:00,3.43,-7.85,29.69,33.64,328.65,1.28,1.28,1.28,-0.14,84.25
125,115,16:10,5.59,-1.07,33.56,41.9,155.66,4.51,4.51,4.51,-22.05,329.06
36,191,20:00,2.85,2.94,16.16,21.28,175.6,0.01,0.01,0.01,-11.26,129.45
40,103,04:00,2.22,-7.18,38.2,35.6,46.69,7.1,7.1,7.1,-9.44,46.2
133,152,11:10,5.25,3.4,22.7,24.45,66.26,0.01,0.01,0.01,-64.72,492.58
115,1,14:50,4.09,8.32,28.36,39.39,-110.58,0.01,0.01,0.01,-43.67,57.62
103,38,15:20,5.21,-4.64,26.62,30.17,115.94,0.01,0.01,0.01,-54.69,353.54
91,168,22:10,4.14,-7.22,14.14,20.06,203.7,0.51,0.51,0.51,-43.67,217.26
105,32,10:20,6.09,-4.42,26.41,34.13,316.7,0.01,0.01,0.01,-39.58,419.84
97,5,03:50,8.38,-8.51,25.17,28.94,88.74,0.06,0.07,0.06,57.26,787.01
100,132,18:20,1.77,10.79,37.34,39.35,247.3,85.48,85.49,85.48,-0.3,0.0
66,244,04:10,14.25,3.93,-11.41,10.2,320.45,11.67,11.67,11.67,83.06,1518.85
64,171,08:00,5.18,-1.45,12.1,17.09,350.35,0.86,0.86,0.86,-83.66,465.42
23,4,18:50,4.98,3.23,32.46,43.23,27.31,0.02,0.01,0.01,-91.38,308.12
117,36,12:40,6.68,0.33,35.99,34.68,399.43,0.01,0.01,0.01,-53.48,227.99
11,25,19:00,2.34,2.43,22.15,24.08,444.58,0.02,0.01,0.01,-7.02,52.91
20,117,06:20,2.24,-0.56,27.79,35.56,367.43,0.04,0.03,0.03,-14.55,82.34
19,41,17:00,8.7,-6.15,30.16,43.0,83.71,0.02,0.01,0.01,16.85,994.94
121,119,21:10,8.72,-5.41,394.33,35.33,67.93,0.01,0.01,0.01,84.82,1088.38
105,111,15:20,7.72,-0.25,38.18,44.23,310.68,0.01,0.01,0.01,62.63,697.08
103,165,18:50,3.71,-1.33,19.99,25.63,-130.53,0.01,0.01,0.01,-33.89,172.59
49,13,11:00,8.51,-9.37,24.52,28.83,143.78,6.37,6.37,6.37,-99.6,520.29
128,125,06:00,8.1,-4.33,26.07,26.68,328.97,5.27,5.27,5.27,96.29,795.24
82,128,14:30,5.16,0.01,30.21,34.95,159.56,0.01,0.01,0.01,-5.81,349.64
97,144,03:20,5.61,3.25,25.25,26.74,94.3,0.01,0.01,0.01,-60.14,289.2
19,122,17:30,2.54,-0.12,28.41,33.87,499.05,0.03,0.02,0.03,7.92,59.83
101,91,16:10,8.85,-0.28,51.78,40.12,31.78,8.25,8.25,8.25,109.73,918.87
81,36,21:30,2.13,1.13,36.93,46.25,511.23,0.01,0.01,0.01,-9.82,22.49
27,24,00:40,3.8,-5.41,24.61,28.57,304.33,0.01,0.01,0.01,-43.12,133.65
40,239,03:00,3.29,1.15,13.72,13.1,150.68,0.01,0.01,0.01,1.93,96.06
6,110,13:00,1.41,-14.47,35.37,44.74,182.02,40.87,40.87,40.87,-0.17,3.93
21,53,19:30,9.96,2.2,35.83,44.87,330.73,0.44,0.44,0.44,59.91,1301.76
51,168,21:40,4.92,-4.64,15.34,29.49,360.48,0.01,0.01,0.01,-64.14,296.03
46,143,07:10,6.99,-2.16,19.7,30.36,349.67,0.02,0.01,0.01,-130.87,665.91
61,190,07:30,2.83,-5.6,393.21,13.5,209.77,0.03,0.03,0.03,-37.29,123.81
63,222,21:40,5.42,-1.11,-1.34,15.36,231.34,0.02,0.04,0.04,-19.59,301.56
34,101,10:10,3.73,3.57,32.96,44.7,401.08,0.02,0.02,0.01,-14.92,154.29
33,89,00:50,9.04,5.32,35.29,45.77,77.86,0.16,0.16,0.16,-166.11,1169.62
81,195,19:10,4.61,-6.22,15.97,26.9,-2.97,0.01,0.02,0.04,-88.43,289.34
80,171,23:00,2.78,4.06,16.54,24.16,214.79,0.03,0.03,0.02,-16.59,100.98
77,173,15:30,12.92,-4.25,21.69,27.42,173.89,8.46,8.46,8.46,48.67,1518.23
45,92,09:50,4.85,-5.29,28.06,34.4,95.81,0.02,0.01,0.04,-12.66,164.21
3,51,06:00,3.76,0.81,32.27,49.13,-31.6,0.02,0.02,0.01,-105.91,134.06
24,239,10:20,2.08,6.27,392.54,-0.7,214.29,-1.99,-1.99,-1.99,4.81,44.66
25,168,07:50,3.54,-4.01,394.04,18.64,346.97,0.04,0.04,0.04,-27.49,142.39
94,140,12:00,4.26,-0.33,26.5,27.87,386.28,0.01,0.01,0.01,-51.57,252.26
124,96,23:40,10.71,-0.65,32.78,37.81,196.55,0.01,0.01,0.01,99.8,960.82
86,18,20:10,11.98,4.11,29.91,29.44,387.82,17.34,17.34,17.34,-81.9,332.83
4,243,09:00,5.73,0.05,-0.28,1.81,372.47,0.01,0.01,0.01,110.84,633.68
104,59,23:50,5.54,4.58,32.55,45.6,353.86,0.01,0.01,0.01,-36.1,454.55
68,198,04:40,5.41,-0.6,393.71,14.07,16.44,0.23,0.23,0.23,-80.94,375.92
52,84,22:30,1.47,10.64,31.86,33.51,149.82,20.79,20.79,20.8,-2.0,16.91
57,207,14:00,11.35,1.6,3.38,21.98,-80.57,5.72,5.72,5.72,156.41,1465.01
104,175,06:30,7.27,1.02,13.9,26.93,351.29,0.79,0.79,0.79,45.94,897.16
98,58,14:30,5.82,-5.35,26.11,28.62,222.58,0.01,0.02,0.01,-48.29,375.13
74,39,10:50,5.52,0.69,23.61,30.41,401.27,0.01,0.01,0.01,-250.63,407.85
6,198,11:50,10.47,0.95,13.55,24.39,102.8,10.17,10.17,10.17,16.39,759.82
60,36,17:30,3.94,-4.86,41.52,44.28,456.58,0.58,0.58,0.58,-72.41,149.99
22,8,09:30,5.51,-7.25,18.51,20.69,217.01,0.01,0.01,0.01,-65.48,365.12
75,214,13:40,4.47,-1.68,4.27,12.61,380.75,0.01,0.01,0.01,-44.45,253.55
123,15,17:10,4.89,1.11,31.3,32.49,169.26,0.05,0.05,0.05,-94.86,368.13
57,2,04:20,5.31,2.46,18.87,44.11,-59.82,0.01,0.01,0.01,75.69,349.08
11,215,11:40,5.6,-0.33,-2.28,6.65,392.09,0.01,0.01,0.01,91.88,500.89
91,166,18:30,7.31,0.85,16.71,23.6,50.31,0.56,0.56,0.56,32.43,852.52
133,162,22:50,3.76,-1.07,21.81,22.69,376.63,0.01,0.01,0.01,-45.12,247.21
71,115,17:20,5.78,0.93,35.16,39.91,8.69,0.01,0.01,0.01,-51.3,512.49
115,130,06:20,11.96,-5.45,20.93,31.48,229.72,15.83,15.83,15.83,13.91,1224.49
101,197,04:40,4.96,-5.37,73.3,16.2,-154.55,0.43,0.43,0.43,-116.95,334.69
33,58,09:30,3.11,-3.93,20.95,29.91,246.4,0.01,0.01,0.01,-30.39,120.42
91,176,06:40,7.56,-1.56,13.83,20.94,188.09,3.26,3.26,3.26,38.85,825.6
29,111,06:20,9.29,-4.96,30.39,45.52,-0.78,0.01,0.01,0.01,103.56,1138.95
106,89,20:20,8.84,-0.8,36.91,53.2,204.72,0.76,0.76,0.76,79.12,1344.57
59,228,04:40,4.22,-6.62,-6.7,4.66,346.66,0.04,0.04,0.04,-18.66,210.43
78,112,15:10,10.34,0.91,34.36,42.98,341.14,0.84,0.84,0.84,102.03,1237.36
89,144,16:50,3.62,6.28,25.71,31.36,327.48,0.01,0.01,0.01,-29.06,156.03
108,50,15:00,5.72,7.66,24.65,48.61,-2.94,42.87,42.82,42.84,-5.01,29.28
28,123,02:40,5.87,0.31,26.55,33.85,-39.59,0.03,0.03,0.03,-14.55,501.1
51,142,00:30,12.72,7.31,27.42,40.04,322.31,14.89,14.89,14.89,-74.11,664.49
5,22,10:50,15.86,4.62,24.4,27.94,208.94,14.79,14.79,14.79,-34.55,1519.82
132,71,03:10,6.31,0.59,28.4,38.43,436.92,0.02,0.02,0.02,-92.75,368.87
36,5,04:20,10.35,2.08,26.81,36.9,-15.52,0.14,0.14,0.14,93.15,1424.62
125,183,13:20,4.21,-2.66,13.52,29.81,164.03,0.04,0.04,0.04,-65.35,248.7
72,149,06:50,8.82,-1.27,16.65,30.05,-9.12,0.59,0.59,0.59,110.45,1427.84
53,54,19:40,10.9,-2.88,34.99,46.93,12.99,1.19,1.19,1.19,94.73,1319.86
115,50,11:40,6.67,-1.0,28.16,37.04,217.95,0.01,0.01,0.01,-5.47,384.69
52,124,01:40,2.22,3.92,28.31,30.88,512.46,0.03,0.03,0.03,-7.09,75.6
73,108,12:10,4.05,-31.59,32.37,39.32,60.49,90.38,90.38,90.37,-0.3,0.0
80,243,04:50,4.09,-3.14,-7.98,13.16,359.34,0.03,0.03,0.03,11.74,261.69
12,174,19:50,2.79,-7.09,20.37,24.49,191.95,0.01,0.01,0.01,-18.31,92.64
24,2,04:20,4.46,-6.64,392.54,26.38,-116.19,0.01,0.01,0.01,57.55,210.6
78,201,14:20,4.77,-0.69,6.68,19.71,501.64,0.02,0.02,0.02,-54.95,261.97
20,191,17:10,3.56,-1.21,18.37,28.23,215.58,0.01,0.01,0.01,-38.1,201.08
109,182,00:00,5.38,-3.12,14.59,26.7,316.91,0.43,0.43,0.43,-68.41,396.7
96,237,07:20,3.11,-4.88,-3.93,5.0,370.82,0.01,0.01,0.01,5.74,123.43
84,115,03:00,1.1,69.78,26.79,32.7,-77.28,90.17,90.17,90.2,-0.3,0.0
30,94,08:40,8.41,-0.83,27.88,38.74,338.04,8.55,8.55,8.55,45.91,578.97
97,106,10:20,11.23,1.53,32.18,33.84,112.0,12.07,12.07,12.07,107.09,1176.9
25,118,10:50,5.15,-1.45,394.04,36.41,-8.99,0.01,0.01,0.01,11.58,290.6
54,89,18:00,10.44,4.73,40.83,46.38,329.88,4.7,4.7,4.7,153.17,1354.05
92,73,16:00,3.83,0.07,40.46,42.74,380.96,18.91,18.91,18.91,7.41,72.33
120,196,03:00,6.99,0.48,14.0,16.95,269.37,10.3,10.3,10.3,14.7,140.59
32,169,09:30,4.33,-6.13,13.12,15.88,301.23,0.01,0.01,0.04,-61.44,235.31
124,123,13:30,3.14,-7.87,30.01,33.47,403.27,42.73,42.74,42.74,-6.7,45.55
10,158,15:10,5.09,1.38,22.32,25.81,298.28,0.03,0.03,0.03,-66.19,324.59
89,11,23:00,8.81,-1.15,27.02,32.59,292.98,8.63,8.63,8.63,-33.71,530.06
8,124,19:40,8.04,-1.22,33.32,39.82,547.1,0.01,0.01,0.01,-49.16,710.84
53,6,22:00,6.97,97.4,20.18,24.59,-37.96,85.98,85.98,85.96,0.0,0.0
124,221,20:00,9.9,1.9,-1.61,5.52,215.67,11.34,11.34,11.34,105.19,978.77
107,95,19:00,9.97,-1.14,34.78,45.09,339.84,2.01,2.01,2.01,88.94,1047.94
21,93,14:20,3.09,-5.05,35.75,42.04,145.22,2.05,2.05,2.04,-7.03,46.82
17,102,04:30,10.4,-3.53,34.73,38.69,155.43,0.05,0.05,0.04,12.28,1357.25
63,135,06:30,6.42,4.42,16.69,24.87,357.2,0.24,0.24,0.24,-23.61,534.14
133,85,13:40,7.8,-0.91,33.48,34.73,189.16,1.91,1.91,1.91,111.56,965.87
33,155,18:20,5.5,-0.15,22.27,31.57,-109.02,0.21,0.21,0.21,-62.33,398.46
42,14,16:30,6.81,4.84,26.73,40.44,191.99,0.04,0.04,0.04,-39.27,634.61
102,204,22:40,3.7,-3.29,2.79,16.55,56.03,0.01,0.01,0.01,-47.66,154.85
129,60,15:20,9.14,3.11,37.3,41.04,49.17,0.5,0.5,0.5,-105.89,1111.31
122,125,16:20,3.88,-0.55,30.95,35.38,350.93,0.05,0.04,0.04,-13.02,133.2
119,210,00:30,1.9,62.55,1.3,2.7,288.08,85.14,85.37,85.38,0.0,0.0
130,7,04:20,8.33,-2.35,15.57,21.0,75.24,6.29,6.29,6.29,201.07,758.56
72,118,05:00,5.41,-3.38,33.3,39.2,-30.47,4.37,4.37,4.37,-3.13,345.27
31,186,06:50,2.26,-146.49,9.3,13.0,413.66,90.37,90.37,90.37,-0.3,0.0
132,141,01:30,8.15,-2.2,24.32,30.13,75.28,5.62,5.62,5.62,-137.22,664.87
55,179,21:40,5.3,1.05,13.3,19.66,314.2,0.01,0.01,0.01,-120.55,369.71
12,132,05:30,6.13,-0.78,24.15,28.86,355.93,0.1,0.1,0.1,22.05,576.36
124,239,18:50,4.35,5.26,-2.01,4.63,38.51,0.01,0.01,0.01,5.78,190.73
44,182,19:50,8.12,0.78,16.46,25.95,164.72,0.04,0.04,0.04,-90.59,1193.41
95,97,23:50,4.61,-3.75,34.99,35.92,259.83,0.01,0.01,0.01,-19.93,263.17
114,136,06:30,12.38,-5.44,16.1,19.03,376.19,11.25,11.25,11.25,-28.07,609.4
1,160,11:10,3.04,129.68,20.53,28.9,5.76,1.9,1.9,1.9,-0.3,0.0
109,158,20:30,3.0,-3.9,19.83,29.29,363.8,0.04,0.04,0.03,-21.08,103.49
53,7,08:30,0.41,-47.17,11.56,20.92,-37.96,85.98,85.98,85.96,0.0,0.0
47,77,03:50,9.16,-0.88,30.33,45.85,312.29,0.02,0.01,0.01,113.39,1209.22
99,137,00:30,7.03,3.31,20.84,23.36,254.09,6.46,6.46,6.46,-16.72,674.1
16,177,10:10,3.17,-7.45,15.95,20.88,321.1,0.01,0.01,0.01,-43.2,137.9
129,125,08:50,6.01,5.5,26.43,28.65,-310.44,29.75,29.75,29.75,26.32,305.36
73,100,17:50,2.95,2.8,40.68,48.86,110.5,0.02,0.02,0.02,-10.93,118.25
66,51,15:00,7.72,2.62,36.55,47.56,139.71,0.04,0.04,0.04,-50.49,659.94
70,9,22:00,8.87,19.12,27.63,38.3,-145.13,23.33,23.33,23.34,-33.74,456.86
111,176,19:10,6.18,4.17,17.91,28.96,397.94,8.21,8.21,8.21,-75.06,241.09
108,61,04:20,4.55,-3.05,22.07,37.21,172.41,0.01,0.01,0.01,-145.42,214.42
28,241,16:50,6.66,-0.69,0.3,12.63,181.95,0.01,0.01,0.01,76.64,654.1
91,131,17:20,4.51,0.05,30.72,34.31,221.34,0.51,0.51,0.51,31.36,225.72
61,104,05:40,1.77,3.0,393.21,31.41,244.41,0.01,0.01,0.01,4.11,48.39
122,164,04:20,6.12,1.73,5.83,12.25,10.23,12.12,12.12,12.12,-89.83,287.44
31,120,05:30,15.14,-0.2,26.45,31.51,211.71,34.63,34.62,34.31,67.66,637.0
2,26,07:40,6.23,4.07,10.1,19.35,196.01,1.45,1.45,1.45,-32.86,479.12
30,11,04:20,11.75,3.11,15.64,25.65,328.83,5.79,5.79,5.79,112.87,1156.21
105,38,23:10,8.57,2.33,24.05,35.02,175.05,0.03,0.03,0.04,-58.75,1050.57
53,48,23:30,6.34,-0.16,31.88,39.08,144.62,1.01,1.01,1.01,-90.65,368.75
115,60,08:10,6.69,-1.86,20.26,31.39,172.22,0.04,0.01,0.03,48.63,529.74
14,16,13:30,4.32,7.15,34.2,35.71,81.91,0.01,0.01,0.01,-49.11,257.4
114,94,09:30,13.61,3.97,28.76,31.6,354.31,14.27,14.27,14.27,114.95,732.81
122,151,02:20,7.29,-0.25,17.62,23.62,-34.56,0.03,0.03,0.03,-45.91,683.84
64,51,13:50,4.62,-0.56,36.86,46.6,532.79,0.03,0.03,0.03,-54.82,336.7
67,211,00:40,5.73,0.71,324.56,5.44,360.34,0.07,0.07,0.07,-28.4,504.86
56,194,15:00,3.45,-3.01,17.08,21.18,253.76,0.15,0.15,0.15,-51.16,144.26
7,225,23:50,2.64,-2.54,0.83,13.97,288.17,0.01,0.01,0.01,7.14,41.83
125,77,01:50,6.83,-1.37,30.35,40.64,-59.11,0.01,0.01,0.01,113.9,746.82
125,196,01:10,6.93,2.39,13.37,28.9,-36.34,1.15,1.15,1.15,124.97,879.85
51,81,01:50,1.97,3.59,34.1,44.37,273.67,0.01,0.01,0.01,5.09,41.62
101,157,10:10,11.41,0.27,33.27,19.86,214.09,12.37,12.37,12.37,27.58,1083.22
38,236,05:10,4.32,-5.79,394.04,1.34,192.65,0.01,0.01,0.02,-51.56,222.67
115,49,08:00,3.85,-0.77,23.2,34.22,196.59,0.05,0.05,0.05,-32.46,130.47
36,95,13:20,10.68,0.73,36.3,41.98,379.43,3.35,3.35,3.35,162.04,1387.09
105,42,14:30,8.15,0.17,32.69,39.88,483.05,0.03,0.03,0.03,-10.18,715.11
72,216,02:00,4.9,5.02,-3.15,7.62,-7.46,0.02,0.01,0.01,-38.58,388.07
27,68,13:20,2.73,4.43,41.62,44.73,441.3,0.01,0.01,0.01,6.51,57.87
